seller_id,seller_zip_code_prefix,seller_city,seller_state
996,4567,sao paulo,SP
997,31844,belo horizonte,MG
998,14020,ribeirao preto,SP
999,13030,campinas,SP
1000,7402,aruja,SP
1001,2035,sao paulo,SP
1002,74223,goiania,GO
1003,13575,sao carlos,SP
1004,1156,sao paulo,SP
1005,3363,sp / sp,SP
1006,85802,cascavel,PR
1007,2258,sao paulo,SP
1008,30310,belo horizonte,MG
1009,23954,angra dos reis,RJ
1010,23050,rio de janeiro,RJ
1011,87015,maringa,PR
1012,8673,suzano,SP
1013,9850,sao bernardo do campo,SP
1014,63020,juzeiro do norte,CE
1015,3370,sao paulo,SP
1016,35501,divinopolis,MG
1017,89170,laurentino,SC
1018,6717,cotia,SP
1019,3372,sao paulo,SP
1020,1319,sao paulo,SP
1021,95270,flores da cunha,RS
1022,88780,imbituba,SC
1023,89256,jaragua do sul,SC
1024,86035,londrina,PR
1025,95780,montenegro,RS
1026,20051,rio de janeiro,RJ
1027,3382,sao paulo,SP
1028,81200,curitiba,PR
1029,3673,sao paulo,SP
1030,86802,apucarana,PR
1031,2189,sao paulo,SP
1032,3077,sao paulo,SP
1033,6036,osasco,SP
1034,5030,sao paulo,SP
1035,5634,sao paulo,SP
1036,41820,salvador,BA
1037,6753,taboao da serra,SP
1038,3059,sao paulo,SP
1039,13660,porto ferreira,SP
1040,14470,pedregulho,SP
1041,9210,santo andre,SP
1042,93542,novo hamburgo,RS
1043,30111,belo horizonte,MG
1044,13930,serra negra,SP
1045,83015,sao jose dos pinhais,PR
1046,8730,mogi das cruzes,SP
1047,95560,torres,RS
1048,49055,aracaju,SE
1049,13484,limeira,SP
1050,88316,itajai,SC
1051,88135,santa catarina,SC
1052,81930,curitiba,PR
1053,95076,caxias do sul,RS
1054,8111,sao paulo,SP
1055,89254,jaragua do sul,SC
1056,3331,sao paulo,SP
1057,80060,curitiba,PR
1058,38770,joao pinheiro,MG
1059,9271,santo andre,SP
1060,86706,arapongas,PR
1061,15115,bady bassitt,SP
1062,89053,blumenau,SC
1063,3632,sao paulo,SP
1064,78552,sinop,MT
1065,3804,sao paulo,SP
1066,13330,indaiatuba,SP
1067,17510,marilia,SP
1068,85065,guarapuava,PR
1069,83707,araucaria,PR
1070,92030,canoas,RS
1071,18683,lencois paulista,SP
1072,95110,caxias do sul,RS
1073,36015,juiz de fora,MG
1074,12020,taubate,SP
1075,2992,sao paulo,SP
1076,88115,sao jose,SC
1077,29090,vitoria,ES
1078,3225,sao paulo,SP
1079,7013,guarulhos,SP
1080,14300,batatais,SP
1081,95082,caxias do sul,RS
1082,33400,lagoa santa,MG
1083,9911,sao paulo,SP
1084,4711,sao paulo,SP
1085,89801,chapeco,SC
1086,85801,cascavel,PR
1087,40285,salvador,BA
1088,20520,rio de janeiro,RJ
1089,11701,praia grande,SP
1090,80710,curitiba,PR
1091,5051,sao paulo,SP
1092,8840,mogi das cruzes,SP
1093,87502,umuarama,PR
1094,83709,araucaria,PR
1095,9690,sao bernardo do campo,SP
1096,8225,sao paulo,SP
1097,31110,belo horizonte,MG
1098,6460,barueri,SP
1099,9220,santo andre,SP
1100,4602,sao paulo,SP
1101,88359,brusque,SC
1102,4781,sao paulo,SP
1103,95055,caxias do sul,SP
1104,87083,maringa,PR
1105,18040,sorocaba,SP
1106,3244,sao paulo,SP
1107,16200,birigui,SP
1108,5782,sao paulo,SP
1109,26112,belford roxo,RJ
1110,29156,cariacica,ES
1111,13272,valinhos,SP
1112,13101,campinas,SP
1113,13043,campinas,SP
1114,4111,sao paulo,SP
1115,13820,monte alegre do sul,SP
1116,3087,sao paulo,SP
1117,9370,maua,SP
1118,12903,sp,SP
1119,35590,lagoa da prata,MG
1120,95690,rolante,RS
1121,4216,sao paulo,SP
1122,4119,sao paulo,SP
1123,2755,sao paulo,SP
1124,3057,sao paulo,SP
1125,9570,sao caetano do sul,SP
1126,9070,santo andre,SP
1127,25963,teresopolis,RJ
1128,13604,araras,SP
1129,18480,itaporanga,SP
1130,13330,indaiatuba,SP
1131,9810,sao bernardo do campo,SP
1132,9010,santo andre,SP
1133,37564,borda da mata,MG
1134,13015,campinas,SP
1135,3513,sao paulo,SP
1136,7113,guarulhos,SP
1137,14406,franca,SP
1138,18680,lencois paulista,SP
1139,4308,sao paulo,SP
1140,14940,ibitinga,SP
1141,89218,joinville,SC
1142,81350,curitiba,PR
1143,1209,sao paulo,SP
1144,6290,osasco,SP
1145,11704,praia grande,SP
1146,7122,guarulhos,SP
1147,22785,rio de janeiro,RJ
1148,7094,guarulhos,SP
1149,9895,sao bernardo do campo,SP
1150,8215,sao paulo,SP
1151,13561,sao carlos,SP
1152,5319,sao paulo,SP
1153,30710,belo horizonte,MG
1154,86707,arapongas,PR
1155,83605,campo largo,PR
1156,18131,sao roque,SP
1157,14804,araraquara,SP
1158,2274,sao paulo,SP
1159,25550,sao joao de meriti,RJ
1160,9380,maua/sao paulo,SP
1161,6501,santana de parnaiba,SP
1162,4880,sao paulo,SP
1163,12955,bom jesus dos perdoes,SP
1164,3449,sao paulo,SP
1165,4296,sao paulo,SP
1166,4564,sao paulo,SP
1167,5639,sao paulo,SP
1168,2047,sao paulo,SP
1169,83820,fazenda rio grande,PR
1170,4186,sao paulo,SP
1171,5059,sao paulo,SP
1172,5588,sao paulo,SP
1173,9291,santo andre,SP
1174,17380,brotas,SP
1175,3236,sao paulo,SP
1176,2376,sao paulo,SP
1177,9111,santo andre,SP
1178,8411,sao paulo,SP
1179,2034,sao paulo,SP
1180,14940,ibitinga,SP
1181,44900,irece,BA
1182,79400,coxim,MS
1183,8577,itaquaquecetuba,SP
1184,14940,ibitinga,SP
1185,3184,sao paulo,SP
1186,17210,jau,SP
1187,29102,vila velha,ES
1188,36408,conselheiro lafaiete,MG
1189,83322,pinhais,PR
1190,88704,tubarao,SC
1191,8320,sao paulo,SP
1192,38442,araguari,MG
1193,3548,sao paulo,SP
1194,86050,londrina,PR
1195,5528,sao paulo,SP
1196,20931,rio de janeiro,RJ
1197,6341,carapicuiba,SP
1198,6714,cotia,SP
1199,86804,apucarana,PR
1200,5727,sao paulo,SP
1201,13900,amparo,SP
1202,92120,canoas,RS
1203,89900,sao miguel do oeste,SC
1204,28630,nova friburgo,RJ
1205,36500,uba,MG
1206,89114,gaspar,SC
1207,28800,rio bonito,RJ
1208,7174,guarulhos,SP
1209,90640,porto alegre,RS
1210,88501,lages,SC
1211,80420,curitiba,PR
1212,16300,penapolis,SP
1213,1023,sao paulo,SP
1214,6341,carapicuiba,SP
1215,4447,sao paulo,SP
1216,19814,assis,SP
1217,89170,laurentino,SC
1218,13275,valinhos,SP
1219,5503,sao paulo,SP
1220,37540,santa rita do sapucai,MG
1221,13202,jundiai,SP
1222,81110,curitiba,PR
1223,29304,cachoeiro de itapemirim,ES
1224,8150,sao paulo,SP
1225,86706,arapongas,PR
1226,31030,belo horizonte,MG
1227,20031,rio de janeiro,RJ
1228,5048,sao paulo,SP
1229,86975,mandaguari,PR
1230,81070,curitiba,PR
1231,37074,varginha,MG
1232,6795,taboao da serra,SP
1233,36500,uba,MG
1234,81560,curitiba,SP
1235,89219,joinville,SC
1236,9370,maua,SP
1237,6717,cotia,SP
1238,13211,jundiai,SP
1239,5373,sao paulo,SP
1240,12226,sao jose dos campos,SP
1241,15015,sao jose do rio preto,SP
1242,88020,florianopolis,SC
1243,12328,jacarei,SP
1244,13501,rio claro,SP
1245,14405,franca,SP
1246,14085,ribeirao preto,SP
1247,4776,sp,SP
1248,6730,vargem grande paulista,SP
1249,87050,maringa,PR
1250,30775,belo horizonte,MG
1251,37590,jacutinga,MG
1252,32372,contagem,MG
1253,6280,sao paulo,SP
1254,14403,franca,SP
1255,74323,goiania,GO
1256,13835,conchal,SP
1257,30140,belo horizonte,MG
1258,14940,ibitinga,SP
1259,3178,sao paulo,SP
1260,86192,cambe,PR
1261,29107,vila velha,ES
1262,20061,rio de janeiro,RJ
1263,90020,porto alegre,RS
1264,35680,itauna,MG
1265,94965,cachoeirinha,RS
1266,14940,ibitinga,SP
1267,17201,jau,SP
1268,2066,sao paulo,SP
1269,4283,sao paulo,SP
1270,81280,curitiba,PR
1271,73020,brasilia,DF
1272,86990,marialva,PR
1273,9230,santo andre,SP
1274,20930,rio de janeiro,RJ
1275,3827,sao paulo,SP
1276,18131,sao roque,SP
1277,4615,sao paulo,SP
1278,37135,alfenas,MG
1279,88330,balneario camboriu,SC
1280,5269,sao paulo,SP
1281,13503,rio claro,SP
1282,9541,sao caetano do sul,SP
1283,12209,sao jose dos campos,SP
1284,35570,formiga,MG
1285,21635,rio de janeiro,RJ
1286,81130,curitiba,PR
1287,1123,sao paulo,SP
1288,88035,florianopolis,SC
1289,88138,palhoca,SC
1290,9721,sao bernardo do capo,SP
1291,13480,limeira,SP
1292,18052,sorocaba,SP
1293,7031,guarulhos,SP
1294,22640,rio de janeiro,RJ
1295,4809,sao paulo,SP
1296,36576,vicosa,MG
1297,80420,curitiba,PR
1298,6018,osasco,SP
1299,89220,joinville,SC
1300,37540,santa rita do sapucai,MG
1301,1541,sao paulo,SP
1302,22713,rio de janeiro,RJ
1303,14580,guara,SP
1304,88301,itajai,SP
1305,86061,londrina,PR
1306,9560,sao paulo,SP
1307,86185,cambe,PR
1308,60710,fortaleza,CE
1309,8260,sao paulo,SP
1310,13505,rio claro,SP
1311,9020,santo andre,SP
1312,12940,atibaia,SP
1313,4794,sao paulo,SP
1314,4761,sao paulo,SP
1315,9416,ribeirao pires,SP
1316,29704,colatina,ES
1317,9750,sao bernardo do campo,SP
1318,85501,pato branco,PR
1319,7866,franco da rocha,SP
1320,13178,sumare,SP
1321,26562,mesquita,RJ
1322,3270,sao paulo,SP
1323,4801,sao paulo,SP
1324,12246,sao jose dos campos,SP
1325,4307,sao paulo,SP
1326,37480,lambari,MG
1327,85853,foz do iguacu,PR
1328,4186,sao paulo,SP
1329,32677,betim,MG
1330,80215,curitiba,PR
1331,83830,fazenda rio grande,PR
1332,32110,contagem,MG
1333,9182,santo andre,SP
1334,18604,botucatu,SP
1335,3564,sao paulo,SP
1336,8021,sao paulo,SP
1337,3526,sao paulo,SP
1338,8717,mogi das cruzes / sp,SP
1339,14090,ribeirao preto,SP
1340,85900,toledo,PR
1341,88032,florianopolis,SC
1342,84020,ponta grossa,PR
1343,29300,cachoeiro de itapemirim,ES
1344,89650,treze tilias,SC
1345,18681,lencois paulista,SP
1346,13015,campinas,SP
1347,22050,rio de janeiro \rio de janeiro,RJ
1348,15015,sao jose do rio preto,SP
1349,88490,paulo lopes,SC
1350,3122,sao paulo,SP
1351,22793,rio de janeiro,RJ
1352,70235,brasilia,DF
1353,88350,brusque,SC
1354,88036,florianopolis,SC
1355,89540,santa cecilia,SC
1356,17026,bauru,SP
1357,15603,fernandopolis,SP
1358,13033,campinas,SP
1359,88750,braco do norte,SC
1360,4281,sao paulo,SP
1361,5571,sao paulo,SP
1362,87120,floresta,PR
1363,8080,sao paulo,SP
1364,35701,sete lagoas,MG
1365,95170,farroupilha,RS
1366,84178,castro,PR
1367,3275,sao paulo,SP
1368,72801,luziania,GO
1369,35930,joao monlevade,MG
1370,96020,pelotas,RS
1371,8790,mogi das cruzes,SP
1372,88050,florianopolis,SC
1373,58865,sao bento,PB
1374,12916,braganca paulista,SP
1375,91350,porto alegre,RS
1376,5685,sao paulo,SP
1377,89259,jaragua do sul,SC
1378,28035,campos dos goytacazes,RJ
1379,95013,caxias do sul,RS
1380,37570,ouro fino,MG
1381,83040,sao jose dos pinhas,PR
1382,27972,macae,RJ
1383,8710,mogi das cruzes,SP
1384,18530,tiete,SP
1385,4087,sao paulo,SP
1386,94410,viamao,RS
1387,22745,rio de janeiro,RJ
1388,39442,janauba,MG
1389,13360,capivari,SP
1390,5734,sao paulo,SP
1391,85875,santa terezinha de itaipu,PR
1392,4180,sao paulo,SP
1393,38400,uberlandia,MG
1394,3031,sao paulo,SP
1395,85863,foz do iguacu,PR
1396,9831,sao bernardo do campo,SP
1397,4378,sao paulo,SP
1398,16022,aracatuba,SP
1399,95650,igrejinha,RS
1400,3031,sao paulo,SP
1401,89287,sao bento do sul,SC
1402,3194,sao paulo,SP
1403,13481,limeira,SP
1404,32315,contagem,MG
1405,31535,belo horizonte,MG
1406,25251,duque de caxias,RJ
1407,38182,araxa,MG
1408,14784,barretos,SP
1409,13311,itu,SP
1410,9271,santo andre,SP
1411,86065,londrina,PR
1412,35501,divinopolis,MG
1413,37048,varginha,MG
1414,9015,santo andre,SP
1415,32604,betim,MG
1416,89460,canoinhas,SC
1417,88801,criciuma,SC
1418,80060,curitiba,PR
1419,83321,pinhais,PR
1420,14940,ibitinga,SP
1421,13570,sao carlos,SP
1422,84010,ponta grossa,PR
1423,13912,jaguariuna,SP
1424,3035,sao paulo,SP
1425,29010,vitoria,ES
1426,35501,divinopolis,MG
1427,22775,rio de janeiro,RJ
1428,14910,tabatinga,SP
1429,30421,belo horizonte,MG
1430,15025,sao jose do rio preto,SP
1431,3550,sao paulo,SP
1432,2022,sao paulo,SP
1433,89251,jaragua do sul,SC
1434,14940,ibitinga,SP
1435,7183,guarulhos,SP
1436,36504,uba,MG
1437,95900,lajeado,RS
1438,14940,ibitinga,SP
1439,51250,recife,PE
1440,31210,belo horizonte,MG
1441,93608,estancia velha,RS
1442,15085,sao jose do rio preto,SP
1443,87043,maringa,PR
1444,13056,campinas,SP
1445,18130,sao roque,SP
1446,37540,santa rita do sapucai,MG
1447,94910,cachoeirinha,RS
1448,36200,barbacena/ minas gerais,MG
1449,82320,curitiba,PR
1450,88301,itajai,SP
1451,3477,sao paulo,SP
1452,9434,ribeirao pires,SP
1453,17560,vera cruz,SP
1454,12914,braganca paulista,SP
1455,32140,contagem,MG
1456,11015,santos,SP
1457,88037,florianopolis,SC
1458,14020,ribeirao preto,SP
1459,99500,carazinho,RS
1460,59152,parnamirim,RN
1461,9560,sao caetano do sul,SP
1462,9810,sao bernardo do campo,SP
1463,1530,sao paulo,SP
1464,13086,campinas,SP
1465,80020,curitiba,PR
1466,85851,foz do iguacu,PR
1467,18074,sorocaba,SP
1468,6080,osasco,SP
1469,6162,osasco,SP
1470,30285,belo horizonte,MG
1471,1210,sao paulo,SP
1472,8710,mogi das cruzes,SP
1473,13322,salto,SP
1474,3568,sao paulo,SP
1475,98803,santo angelo,RS
1476,21941,rio de janeiro,RJ
1477,9060,santo andre,SP
1478,80240,curitiba,PR
1479,14870,jaboticabal,SP
1480,14940,ibitinga,SP
1481,30315,belo horizonte,MG
1482,14315,batatais,SP
1483,87030,maringa,PR
1484,13272,valinhos,SP
1485,3448,sao paulo,SP
1486,1212,sao paulo,SP
1487,12240,sao jose dos campos,SP
1488,4615,sao paulo,SP
1489,15804,catanduva,SP
1490,9360,maua,SP
1491,7241,guarulhos,SP
1492,82515,curitiba,PR
1493,87140,paincandu,PR
1494,13087,campinas,SP
1495,88136,palhoca,SP
1496,13503,rio claro,SP
1497,8752,mogi das cruzes,SP
1498,9163,santo andre,SP
1499,2750,sao paulo,SP
1500,20910,rio de janeiro,RJ
1501,28605,nova friburgo,RJ
1502,13322,salto,SP
1503,5713,sao paulo,SP
1504,2925,sao paulo,SP
1505,25803,tres rios,RJ
1506,15130,mirassol,SP
1507,5083,sao paulo,SP
1508,13043,campinas,SP
1509,30620,belo horizonte,MG
1510,1042,sao paulo,SP
1511,12228,sao jose dos campos,SP
1512,9111,santo andre,SP
1513,15170,tanabi,SP
1514,3470,sao paulo,SP
1515,74645,goiania,GO
1516,36500,uba,MG
1517,13660,portoferreira,SP
1518,26125,belford roxo,RJ
1519,3643,sao paulo,SP
1520,18080,sorocaba,SP
1521,4810,sao paulo,SP
1522,7032,guarulhos,SP
1523,14312,batatais,SP
1524,2737,sao paulo,SP
1525,6449,barueri,SP
1526,4255,sao paulo,SP
1527,8410,sao paulo,SP
1528,7074,guarulhos,SP
1529,18087,sorocaba,SP
1530,4403,sao paulo,SP
1531,14940,ibitinga,SP
1532,13360,capivari,SP
1533,14806,araraquara,SP
1534,71691,brasilia,DF
1535,14802,araraquara,SP
1536,13257,itatiba,SP
1537,70767,brasilia,DF
1538,4534,sao paulo,SP
1539,21041,rio de janeiro,RJ
1540,87114,sarandi,PR
1541,8223,sao paulo,SP
1542,5767,sao paulo,SP
1543,18110,votorantim,SP
1544,22790,rio de janeiro,RJ
1545,6700,cotia,SP
1546,3520,sao paulo,SP
1547,13920,pedreira,SP
1548,14140,cravinhos,SP
1549,80310,curitiba,PR
1550,80710,curitiba,PR
1551,73020,brasilia,DF
1552,8140,sao paulo,SP
1553,89803,chapeco,SP
1554,75650,morrinhos,GO
1555,1545,sao paulo,SP
1556,14709,bebedouro,SP
1557,29032,vitoria,ES
1558,74560,goiania,GO
1559,89201,joinville,SC
1560,6268,osasco,SP
1561,95913,lajeado,RS
1562,83507,almirante tamandare,PR
1563,19025,presidente prudente,SP
1564,4719,sao paulo,SP
1565,14781,barretos,SP
1566,11250,bertioga,SP
1567,2941,sao paulo,SP
1568,1022,sao paulo,SP
1569,94451,viamao,RS
1570,2537,sao paulo,SP
1571,60110,fortaleza,CE
1572,59077,natal,RN
1573,2972,sao paulo,SP
1574,13210,jundiai,SP
1575,15155,jaci,SP
1576,37704,pocos de caldas,MG
1577,86702,arapongas,PR
1578,95800,venancio aires,RS
1579,20930,rio de janeiro,RJ
1580,30150,belo horizonte,MG
1581,4130,sao paulo - sp,SP
1582,81530,curitiba,PR
1583,14940,ibitinga,SP
1584,82540,curitiba,PR
1585,86800,apucarana,PR
1586,31255,belo horizont,MG
1587,13481,limeira,SP
1588,81350,curitiba,PR
1589,21340,rio de janeiro,RJ
1590,90240,porto alegre,RS
1591,5138,sao paulo,SP
1592,21210,rio de janeiro,RJ
1593,7025,guarulhos,SP
1594,1035,sao paulo,SP
1595,3655,sao paulo,SP
1596,13848,mogi guacu,SP
1597,13560,sao carlos,SP
1598,87900,loanda,PR
1599,4141,sao paulo,SP
1600,14808,araraquara,SP
1601,80430,curitiba,PR
1602,85804,cascavel,PR
1603,4133,sao paulo,SP
1604,93900,ivoti,RS
1605,3635,sao paulo,SP
1606,4424,sao paulo,SP
1607,30170,belo horizonte,MG
1608,80010,curitiba,PR
1609,8180,sao paulo,SP
1610,3589,sao paulo,SP
1611,86385,andira-pr,PR
1612,9572,sao caetano do sul,SP
1613,58073,joao pessoa,PB
1614,89120,timbo,SC
1615,4361,sao paulo,SP
1616,81350,curitiba,PR
1617,15840,itajobi,SP
1618,6154,osasco,SP
1619,3933,sao paulo,SP
1620,90220,porto alegre,RS
1621,86706,arapongas,PR
1622,9130,santo andre,SP
1623,7400,aruja,SP
1624,13560,sao carlos,SP
1625,18611,botucatu,SP
1626,88132,palhoca,SC
1627,88330,balneario camboriu,SC
1628,11704,praia grande,SP
1629,32604,betim,MG
1630,3820,sao paulo,SP
1631,35570,formiga,MG
1632,93700,campo bom,RS
1633,1131,sao paulo,SP
1634,6780,taboao da serra,SP
1635,6132,osasco,SP
1636,1127,sao paulo,SP
1637,18760,cerqueira cesar,SP
1638,12952,atibaia,SP
1639,15845,marapoama,SP
1640,95885,imigrante,RS
1641,80740,curitiba,PR
1642,18120,mairinque,SP
1643,83020,sao jose dos pinhais,SP
1644,13570,sao carlos,SP
1645,1207,sao paulo sp,SP
1646,4558,sao paulo,SP
1647,95020,caxias do sul,RS
1648,13843,mogi guacu,SP
1649,1039,sao paulo,SP
1650,20081,rio de janeiro / rio de janeiro,RJ
1651,90670,porto alegre,RS
1652,9070,santo andre,SP
1653,89219,joinville,SC
1654,4571,sao paulo,SP
1655,13170,sumare,SP
1656,95910,lajeado,RS
1657,37795,andradas,SP
1658,87015,maringa,PR
1659,2611,sao paulo,SP
1660,35501,divinopolis,MG
1661,4123,sao paulo,SP
1662,2316,sao paulo,SP
1663,22745,rio de janeiro,RJ
1664,26230,nova iguacu,RJ
1665,12327,jacarei,SP
1666,9931,diadema,SP
1667,9190,sando andre,SP
1668,80320,curitiba,PR
1669,85906,toledo,PR
1670,25070,duque de caxias,RJ
1671,3178,sao paulo,SP
1672,14403,franca,SP
1673,72580,brasilia,DF
1674,13382,nova odessa,SP
1675,6420,barueri,SP
1676,5413,sao paulo,SP
1677,50751,recife,PE
1678,13145,paulinia,SP
1679,15502,votuporanga,SP
1680,37640,extrema,MG
1681,15400,olimpia,SP
1682,13486,limeira,SP
1683,1311,sao paulo,SP
1684,4142,sao paulo,SP
1685,7112,guarulhos,SP
1686,9015,santo andre,SP
1687,23943,angra dos reis rj,RJ
1688,9015,santo andre,SP
1689,6763,taboao da serra,SP
1690,1129,sao paulo,SP
1691,6180,osasco,SP
1692,88359,brusque,SC
1693,86020,londrina,PR
1694,31160,belo horizonte,MG
1695,85904,toledo,PR
1696,87505,umuarama,PR
1697,5008,sao paulo,SP
1698,16200,birigui,SP
1699,4142,sao paulo,SP
1700,60025,fortaleza,CE
1701,24855,rio de janeiro,RJ
1702,82400,curitiba,PR
1703,80050,curitiba,PR
1704,74230,goiania,GO
1705,99670,ronda alta,RS
1706,5303,sao  paulo,SP
1707,2030,sao paulo,SP
1708,3185,sao paulo,SP
1709,2976,sao paulo,SP
1710,11370,sao vicente,SP
1711,88704,tubarao,SC
1712,14940,ibitinga,SP
1713,83327,pinhais/pr,PR
1714,93180,portao,RS
1715,13145,paulinia,SP
1716,13478,americana,SP
1717,81810,curitiba,PR
1718,11900,registro,SP
1719,35570,formiga,MG
1720,86065,londrina,PR
1721,81320,curitiba,PR
1722,3561,sao paulo,SP
1723,4445,sao paulo,SP
1724,80220,curitiba,PR
1725,89030,blumenau,SC
1726,81730,curitiba,PR
1727,21041,rio de janeiro,RJ
1728,19023,presidente prudente,SP
1729,9687,ao bernardo do campo,SP
1730,8452,sao paulo,SP
1731,6060,osasco,SP
1732,82510,curitiba,PR
1733,92010,canoas,RS
1734,14090,ribeirao preto,SP
1735,8032,sao paulo,SP
1736,37564,borda da mata,MG
1737,1319,sao paulo,SP
1738,28630,nova friburgo,RJ
1739,9912,diadema,SP
1740,35557,carmo do cajuru,MG
1741,14940,ibitinga,SP
1742,3951,sao paulo,SP
1743,7123,guarulhos,SP
1744,84020,ponta grossa,PR
1745,8431,sao paulo,SP
1746,4773,sao paulo,SP
1747,6268,osasco,SP
1748,3423,sao paulo,SP
1749,2611,sao paulo,SP
1750,22061,rio de janeiro,RJ
1751,5424,sao paulo,SP
1752,80030,curitiba,PR
1753,6807,embu das artes,SP
1754,80045,curitiba,PR
1755,15940,fernando prestes,SP
1756,39801,castro pires,MG
1757,3520,sao paulo,SP
1758,13806,mogi mirim,SP
1759,13880,vargem grande do sul,SP
1760,3638,sao paulo,SP
1761,4310,sao paulo,SP
1762,5181,sao paulo,SP
1763,80710,curitiba,PR
1764,88061,florianopolis,SC
1765,7082,guarulhos,SP
1766,13060,campinas,SP
1767,5594,sao paulo,SP
1768,9721,sao bernardo do campo,SP
1769,13500,rio claro,SP
1770,82940,curitiba,PR
1771,17580,pompeia,SP
1772,15502,votuporanga,SP
1773,98975,campina das missoes,RS
1774,14110,ribeirao preto,SP
1775,3658,sao paulo,SP
1776,1206,sao paulo,SP
1777,80730,curitiba,PR
1778,18015,sorocaba,SP
1779,4708,sao paulo,SP
1780,88802,criciuma,SC
1781,74565,goiania,GO
1782,12940,atibaia,SP
1783,12062,taubate,SP
1784,2955,sao paulo,SP
1785,14079,ribeirao preto,SP
1786,4773,sao paulo,SP
1787,6340,carapicuiba,SP
1788,28941,sao pedro da aldeia,RJ
1789,83323,pinhais,PR
1790,14940,ibitinga,SP
1791,13321,salto,SP
1792,17510,marilia,SP
1793,6455,barueri,SP
1794,14530,miguelopolis,SP
1795,72304,brasilia,DF
1796,3701,sao paulo,SP
1797,2470,sao paulo,SP
1798,52020,recife,PE
1799,13070,campinas,SP
1800,6330,carapicuiba,SP
1801,18053,sorocaba,SP
1802,3187,sao paulo,SP
1803,7600,mairipora,SP
1804,15810,catanduva,SP
1805,82620,curitiba,PR
1806,2050,sao paulo,SP
1807,4367,sao paulo,SP
1808,17230,itapui,SP
1809,13033,campinas,SP
1810,25730,petropolis,RJ
1811,13023,campinas,SP
1812,2134,sao paulo,SP
1813,37135,alfenas,MG
1814,3006,sao paulo,SP
1815,9861,sbc,SP
1816,80330,curitiba,PR
1817,3265,sao paulo,SP
1818,80220,curitiba,PR
1819,24710,sao goncalo,RJ
1820,86076,londrina,SP
1821,4905,sao paulo,SP
1822,13920,pedreira,SP
1823,15806,catanduva,SP
1824,21545,rio de janeiro,RJ
1825,37564,borda da mata,MG
1826,37795,andradas,MG
1827,49980,neopolis,SE
1828,8599,itaquaquecetuba,SP
1829,17320,mineiros do tiete,SP
1830,13224,varzea paulista,SP
1831,3563,sao paulo,SP
1832,7859,franco da rocha,SP
1833,13500,rio claro,SP
1834,6332,carapicuiba,SP
1835,13212,jundiai,SP
1836,82400,curitiba,PR
1837,14092,ribeirao preto,SP
1838,14075,ribeirao preto,SP
1839,34006,nova lima,MG
1840,36201,barbacena,MG
1841,12238,sao jose dos campos,SP
1842,9360,maua,SP
1843,7747,caieiras,SP
1844,4160,sao paulo,SP
1845,9725,sao bernardo do campo,SP
1846,9131,santo andre,SP
1847,15290,buritama,SP
1848,14407,franca,SP
1849,87504,umuarama,PR
1850,75650,morrinhos,GO
1851,99700,erechim,RS
1852,18200,itapetininga,SP
1853,4710,sao paulo,SP
1854,3631,sao paulo,SP
1855,12240,sao jose dos campos,SP
1856,13835,conchal,SP
1857,8270,sao paulo,SP
1858,89870,pinhalzinho,SC
1859,18015,sorocaba,SP
1860,90230,porto alegre,RS
1861,3062,sao paulo,SP
1862,12224,sao jose dos campos,SP
1863,13690,descalvado,SP
1864,11075,santos,SP
1865,85200,pitanga,PR
1866,22793,rio de janeiro,RJ
1867,4870,sao paulo,SP
1868,80230,curitiba,PR
1869,9210,santo andre,SP
1870,13070,campinas,SP
1871,13880,vargem grande do sul,SP
1872,1209,sao paulo,SP
1873,88354,brusque,SC
1874,13405,piracicaba,SP
1875,4365,sao paulo,SP
1876,17515,marilia,SP
1877,3134,sao paulo,SP
1878,95020,caxias do sul,RS
1879,96400,bage,RS
1880,3667,sao paulo,SP
1881,5126,sao paulo,SP
1882,86600,rolandia,PR
1883,89190,taio,SC
1884,6803,embu das artes,SP
1885,3210,sao paulo,SP
1886,18025,sorocaba,SP
1887,16200,birigui,SP
1888,1026,sao paulo,SP
1889,4058,sao paulo,SP
1890,16021,sp,SP
1891,13457,santa barbara d'oeste,SP
1892,14020,ribeirao preto,SP
1893,19800,assis,SP
1894,25645,petropolis,RJ
1895,4319,sao paulo,SP
1896,38701,patos de minas,MG
1897,3916,sao paulo,SP
1898,7077,garulhos,SP
1899,30270,belo horizonte,MG
1900,82640,curitiba,PR
1901,89117,gaspar,SC
1902,14940,ibitinga,SP
1903,85601,francisco beltrao,PR
1904,87030,maringa,PR
1905,1511,sao paulo,SP
1906,80240,curitiba,SP
1907,17514,marilia,SP
1908,2013,sao paulo,SP
1909,18200,itapetininga,SP
1910,35530,claudio,MG
1911,13240,jarinu,SP
1912,13347,indaiatuba,SP
1913,15025,sao jose do rio preto,SP
1914,14057,ribeirao preto,SP
1915,38402,uberlandia,MG
1916,31920,belo horizonte,MG
1917,1215,sao paulo,SP
1918,82510,curitiba,PR
1919,95150,nova petropolis,RS
1920,13454,santa barbara d'oeste,SP
1921,14079,ribeirao preto / sao paulo,SP
1922,4276,sao paulo,SP
1923,13506,rio claro,SP
1924,15807,catanduva,SP
1925,88340,camboriu,SC
1926,14076,ribeirao preto,SP
1927,88270,nova trento,SC
1928,18103,sorocaba,SP
1929,96020,pelotas,RS
1930,82510,curitiba,PR
1931,65072,sao luis,MA
1932,2285,sao paulo,SP
