mql_id,first_contact_date,landing_page_id_NEW,origin
2178,1/29/2018,10,social
2214,5/5/2018,10,organic_search
2222,12/23/2017,10,referral
2232,1/11/2018,10,organic_search
2258,1/8/2018,10,organic_search
2263,3/8/2018,10,organic_search
2277,1/31/2018,10,organic_search
2292,3/5/2018,10,organic_search
2311,5/21/2018,10,organic_search
2331,2/6/2018,10,social
2350,12/2/2017,10,organic_search
2363,3/19/2018,10,organic_search
2380,2/7/2018,10,social
2391,8/16/2017,10,organic_search
2405,2/15/2018,10,organic_search
2416,2/1/2018,10,organic_search
2480,1/22/2018,10,organic_search
2492,11/26/2017,10,referral
2505,1/30/2018,10,organic_search
2515,4/4/2018,10,direct_traffic
2557,1/26/2018,10,organic_search
2609,4/19/2018,10,organic_search
2626,9/15/2017,10,organic_search
2662,8/28/2017,10,organic_search
2710,4/30/2018,10,referral
2743,2/19/2018,10,unknown
2817,4/20/2018,10,organic_search
2845,1/29/2018,10,display
2857,2/24/2018,10,organic_search
2874,8/15/2017,10,organic_search
2926,8/27/2017,10,organic_search
2962,4/28/2018,10,organic_search
2971,11/19/2017,10,direct_traffic
2997,11/14/2017,10,referral
3072,5/20/2018,10,organic_search
3098,5/22/2018,10,referral
3102,1/17/2018,10,organic_search
3120,9/21/2017,10,unknown
3122,3/13/2018,10,organic_search
3132,8/14/2017,10,direct_traffic
3135,5/16/2018,10,referral
3139,3/7/2018,10,organic_search
3148,2/26/2018,10,social
3153,10/17/2017,10,organic_search
3159,1/19/2018,10,organic_search
3160,12/25/2017,10,direct_traffic
3200,10/29/2017,10,paid_search
3234,5/16/2018,10,direct_traffic
3238,1/22/2018,10,organic_search
3280,3/20/2018,10,paid_search
3327,1/6/2018,10,organic_search
3348,1/13/2018,10,organic_search
3360,9/14/2017,10,organic_search
3361,1/31/2018,10,social
3364,10/12/2017,10,direct_traffic
3379,1/17/2018,10,organic_search
3410,4/1/2018,10,social
3437,3/10/2018,10,organic_search
3452,10/12/2017,10,organic_search
3469,8/30/2017,10,organic_search
3476,3/6/2018,10,direct_traffic
3479,8/24/2017,10,organic_search
3496,4/25/2018,10,direct_traffic
3513,1/25/2018,10,organic_search
3521,11/21/2017,10,organic_search
3550,10/1/2017,10,paid_search
3564,12/16/2017,10,social
3607,1/13/2018,10,organic_search
3621,2/27/2018,10,organic_search
3650,10/24/2017,10,paid_search
3661,3/15/2018,10,organic_search
3667,1/15/2018,10,organic_search
3688,4/6/2018,10,unknown
3706,5/8/2018,10,paid_search
3742,3/14/2018,10,organic_search
3800,3/13/2018,10,organic_search
3883,1/7/2018,10,organic_search
3908,4/1/2018,10,social
3922,2/4/2018,10,social
4007,1/5/2018,10,referral
4014,11/23/2017,10,unknown
4021,5/8/2018,10,social
4043,11/22/2017,10,organic_search
4091,9/26/2017,10,referral
4135,1/7/2018,10,referral
4155,4/16/2018,10,direct_traffic
4196,4/30/2018,10,organic_search
4217,8/29/2017,10,organic_search
4244,12/22/2017,10,organic_search
4245,3/8/2018,10,organic_search
4266,2/21/2018,10,organic_search
4288,11/21/2017,10,unknown
4289,1/6/2018,10,organic_search
4369,5/7/2018,10,organic_search
4417,9/17/2017,10,unknown
4420,2/20/2018,10,organic_search
4446,2/5/2018,10,organic_search
4457,11/24/2017,10,organic_search
4458,1/27/2018,10,organic_search
4466,5/12/2018,10,organic_search
4477,2/20/2018,10,unknown
4524,1/22/2018,10,organic_search
4530,1/27/2018,10,organic_search
4535,5/25/2018,10,organic_search
4578,5/19/2018,10,social
4579,1/3/2018,10,organic_search
4599,10/30/2017,10,organic_search
4611,5/24/2018,10,organic_search
4613,5/28/2018,10,organic_search
4624,2/23/2018,10,organic_search
4632,11/6/2017,10,referral
4647,10/28/2017,10,social
4655,3/26/2018,10,organic_search
4661,3/21/2018,10,organic_search
4674,1/18/2018,10,organic_search
4700,3/8/2018,10,organic_search
4744,4/1/2018,10,social
4755,12/11/2017,10,organic_search
4808,11/21/2017,10,organic_search
4932,1/8/2018,10,organic_search
4948,2/3/2018,10,unknown
5020,5/8/2018,10,organic_search
5093,10/18/2017,10,organic_search
5110,4/18/2018,10,organic_search
5111,11/27/2017,10,organic_search
5147,1/17/2018,10,organic_search
5156,9/21/2017,10,referral
5158,5/17/2018,10,organic_search
5162,1/28/2018,10,display
5184,8/14/2017,10,referral
5214,10/11/2017,10,other_publicities
5238,1/18/2018,10,organic_search
5258,2/19/2018,10,referral
5284,5/19/2018,10,organic_search
5291,5/9/2018,10,social
5308,2/8/2018,10,organic_search
5317,10/21/2017,10,organic_search
5380,12/22/2017,10,unknown
5390,2/19/2018,10,unknown
5399,3/19/2018,10,organic_search
5410,1/24/2018,10,referral
5423,1/10/2018,10,organic_search
5440,1/24/2018,10,organic_search
5447,10/28/2017,10,organic_search
5522,2/15/2018,10,organic_search
5528,1/8/2018,10,direct_traffic
5619,3/3/2018,10,organic_search
5631,8/28/2017,10,organic_search
5637,4/20/2018,10,organic_search
5669,1/30/2018,10,social
5672,1/23/2018,10,organic_search
5738,1/24/2018,10,direct_traffic
5747,11/26/2017,10,referral
5775,9/30/2017,10,organic_search
5851,10/10/2017,10,organic_search
5862,3/12/2018,10,organic_search
5904,3/9/2018,10,organic_search
5911,2/17/2018,10,organic_search
5915,10/29/2017,10,paid_search
5938,3/16/2018,10,organic_search
5947,9/12/2017,10,unknown
5976,9/30/2017,10,organic_search
5979,5/18/2018,10,organic_search
5980,4/30/2018,10,unknown
6000,4/12/2018,10,organic_search
6003,2/22/2018,10,organic_search
6043,1/18/2018,10,unknown
6139,3/18/2018,10,organic_search
6167,2/25/2018,10,organic_search
6181,4/10/2018,10,paid_search
6203,10/6/2017,10,organic_search
6253,5/20/2018,10,social
6318,1/23/2018,10,organic_search
6327,3/1/2018,10,organic_search
6389,2/2/2018,10,organic_search
6408,2/13/2018,10,organic_search
6437,4/17/2018,10,organic_search
6464,3/26/2018,10,organic_search
6509,8/18/2017,10,organic_search
6544,5/25/2018,10,organic_search
6598,10/27/2017,10,organic_search
6621,1/20/2018,10,organic_search
6623,8/16/2017,10,organic_search
6627,1/20/2018,10,other_publicities
6641,9/26/2017,10,organic_search
6663,2/6/2018,10,direct_traffic
6671,1/23/2018,10,referral
6683,5/27/2018,10,paid_search
6712,5/22/2018,10,email
6771,10/24/2017,10,paid_search
6776,2/23/2018,10,organic_search
6812,2/24/2018,10,organic_search
6817,1/22/2018,10,organic_search
6891,1/17/2018,10,organic_search
6893,3/21/2018,10,organic_search
6909,3/7/2018,10,organic_search
6950,1/1/2018,10,organic_search
6977,1/27/2018,10,organic_search
7010,3/26/2018,10,organic_search
7021,3/25/2018,10,organic_search
7084,5/5/2018,10,organic_search
7093,2/19/2018,10,referral
7109,2/28/2018,10,organic_search
7147,3/30/2018,10,social
7190,2/6/2018,10,organic_search
7241,3/5/2018,10,organic_search
7244,2/6/2018,10,organic_search
7250,5/2/2018,10,social
7253,1/29/2018,10,paid_search
7312,10/16/2017,10,organic_search
7333,2/27/2018,10,direct_traffic
7336,11/21/2017,10,organic_search
7347,3/13/2018,10,organic_search
7390,12/1/2017,10,referral
7426,2/5/2018,10,organic_search
7458,12/5/2017,10,social
7476,1/27/2018,10,direct_traffic
7513,1/25/2018,10,social
7517,2/10/2018,10,paid_search
7576,9/13/2017,10,organic_search
7625,2/27/2018,10,organic_search
7648,8/23/2017,10,organic_search
7690,2/25/2018,10,paid_search
7691,4/10/2018,10,direct_traffic
7758,1/15/2018,10,organic_search
7768,3/12/2018,10,organic_search
7802,5/20/2018,10,paid_search
7806,3/13/2018,10,social
7818,1/4/2018,10,organic_search
7827,4/4/2018,10,paid_search
7887,1/20/2018,10,direct_traffic
7977,3/19/2018,10,organic_search
12,4/30/2018,11,paid_search
278,5/25/2018,11,paid_search
291,5/25/2018,11,paid_search
351,4/30/2018,11,organic_search
378,5/7/2018,11,paid_search
471,5/15/2018,11,direct_traffic
1003,5/6/2018,11,social
1041,5/2/2018,11,paid_search
1163,4/10/2018,11,paid_search
1541,5/28/2018,11,paid_search
1630,4/30/2018,11,paid_search
1758,4/26/2018,11,paid_search
2200,5/15/2018,11,paid_search
2212,5/2/2018,11,paid_search
2418,4/17/2018,11,organic_search
2640,5/15/2018,11,paid_search
2700,5/9/2018,11,paid_search
2723,5/22/2018,11,paid_search
2880,4/13/2018,11,paid_search
3066,5/2/2018,11,paid_search
3191,5/24/2018,11,paid_search
3394,4/11/2018,11,paid_search
3477,4/6/2018,11,organic_search
3486,5/24/2018,11,paid_search
3535,5/31/2018,11,paid_search
3845,4/19/2018,11,paid_search
3976,5/2/2018,11,paid_search
3977,5/13/2018,11,paid_search
3993,5/1/2018,11,paid_search
4000,5/7/2018,11,unknown
4070,4/16/2018,11,paid_search
4675,5/7/2018,11,paid_search
4888,5/9/2018,11,organic_search
4947,4/30/2018,11,paid_search
5091,4/17/2018,11,referral
5716,4/4/2018,11,paid_search
5873,4/15/2018,11,paid_search
6189,4/17/2018,11,paid_search
6230,5/9/2018,11,paid_search
6308,4/14/2018,11,paid_search
6325,5/28/2018,11,paid_search
6353,5/21/2018,11,paid_search
6383,5/7/2018,11,paid_search
6384,5/25/2018,11,organic_search
6418,4/24/2018,11,paid_search
6457,5/1/2018,11,paid_search
6463,4/11/2018,11,paid_search
6760,5/24/2018,11,organic_search
6787,4/6/2018,11,paid_search
6886,4/22/2018,11,display
6901,4/23/2018,11,paid_search
6960,4/25/2018,11,paid_search
7326,5/31/2018,11,paid_search
7330,4/9/2018,11,paid_search
7437,3/30/2018,11,paid_search
7442,5/16/2018,11,paid_search
7457,4/5/2018,11,paid_search
7499,4/16/2018,11,paid_search
7964,5/9/2018,11,organic_search
13,4/4/2018,12,referral
220,4/3/2018,12,referral
745,5/2/2018,12,organic_search
2027,4/8/2018,12,paid_search
2146,3/22/2018,12,organic_search
2840,4/24/2018,12,organic_search
3110,4/24/2018,12,paid_search
3543,5/22/2018,12,organic_search
4381,3/28/2018,12,organic_search
5030,5/23/2018,12,organic_search
5216,5/7/2018,12,direct_traffic
6125,4/9/2018,12,direct_traffic
6508,5/9/2018,12,direct_traffic
6609,3/28/2018,12,paid_search
6656,3/26/2018,12,organic_search
6938,2/18/2018,12,organic_search
7161,3/27/2018,12,organic_search
7422,4/9/2018,12,direct_traffic
7488,5/15/2018,12,paid_search
7511,4/6/2018,12,organic_search
7854,5/9/2018,12,organic_search
14,5/23/2018,13,organic_search
70,4/12/2018,13,other
187,1/7/2018,13,direct_traffic
317,3/12/2018,13,other
458,2/23/2018,13,other
476,4/26/2018,13,other
507,1/4/2018,13,other
516,1/31/2018,13,other
529,2/21/2018,13,other
536,3/14/2018,13,other
581,2/21/2018,13,other
695,1/31/2018,13,other
764,12/29/2017,13,referral
850,1/19/2018,13,other
930,5/28/2018,13,other
1040,2/15/2018,13,other
1069,1/30/2018,13,referral
1206,1/11/2018,13,organic_search
1253,4/10/2018,13,other
1294,3/13/2018,13,referral
1329,3/11/2018,13,other
1406,3/27/2018,13,other
1435,3/14/2018,13,other_publicities
1459,2/23/2018,13,other
1692,2/19/2018,13,organic_search
1715,1/8/2018,13,other
1720,3/15/2018,13,other
1784,1/21/2018,13,other
1794,3/7/2018,13,organic_search
1917,4/16/2018,13,other
2016,1/4/2018,13,other
2230,1/5/2018,13,other
2339,4/4/2018,13,other
2354,4/2/2018,13,social
2410,1/18/2018,13,other
2417,2/15/2018,13,organic_search
2475,4/13/2018,13,other
2479,1/8/2018,13,other
2679,1/2/2018,13,email
2707,2/20/2018,13,other
2768,2/6/2018,13,organic_search
2772,3/1/2018,13,other
2867,4/6/2018,13,other
2879,1/4/2018,13,unknown
2904,2/7/2018,13,other
2914,4/11/2018,13,other
3042,1/3/2018,13,paid_search
3052,1/7/2018,13,organic_search
3119,4/16/2018,13,organic_search
3218,2/8/2018,13,direct_traffic
3316,3/1/2018,13,paid_search
3425,3/14/2018,13,other
3532,1/25/2018,13,organic_search
3545,2/6/2018,13,paid_search
3653,1/14/2018,13,social
3679,3/8/2018,13,organic_search
3959,1/12/2018,13,other
4401,1/2/2018,13,organic_search
4476,1/30/2018,13,email
4519,1/5/2018,13,other
4560,3/11/2018,13,other
4649,1/5/2018,13,other
4702,2/7/2018,13,social
4726,1/5/2018,13,organic_search
4782,4/11/2018,13,organic_search
4938,3/4/2018,13,other
4965,4/9/2018,13,other
5095,4/16/2018,13,other
5188,1/16/2018,13,organic_search
5261,3/8/2018,13,social
5318,2/8/2018,13,other
5343,4/12/2018,13,other
5457,1/9/2018,13,other
5465,4/27/2018,13,other
5476,1/8/2018,13,unknown
5514,1/8/2018,13,other
5554,2/9/2018,13,email
5570,4/2/2018,13,other
5641,12/29/2017,13,other
5692,1/16/2018,13,direct_traffic
5757,1/8/2018,13,organic_search
5762,4/10/2018,13,unknown
5813,1/7/2018,13,other
5878,1/8/2018,13,organic_search
5918,3/14/2018,13,other
6033,2/15/2018,13,organic_search
6263,4/19/2018,13,direct_traffic
6274,3/7/2018,13,other
6342,1/16/2018,13,other
6404,3/8/2018,13,other
6421,3/20/2018,13,other
6425,4/27/2018,13,unknown
6711,1/16/2018,13,organic_search
6756,5/14/2018,13,other
6783,4/5/2018,13,other
6808,2/6/2018,13,other
6911,1/15/2018,13,other
6916,1/25/2018,13,other
6927,1/8/2018,13,other
6947,1/2/2018,13,unknown
7080,3/15/2018,13,referral
7106,2/15/2018,13,other
7155,1/4/2018,13,other
7209,1/8/2018,13,organic_search
7214,3/20/2018,13,referral
7279,1/16/2018,13,organic_search
7291,4/3/2018,13,other
7317,4/29/2018,13,organic_search
7328,1/2/2018,13,organic_search
7378,5/2/2018,13,organic_search
7419,1/23/2018,13,organic_search
7585,1/18/2018,13,social
7693,2/1/2018,13,other
7741,5/21/2018,13,referral
7904,4/4/2018,13,other
15,4/3/2018,14,organic_search
193,4/5/2018,14,paid_search
304,5/15/2018,14,unknown
427,5/18/2018,14,paid_search
456,4/4/2018,14,paid_search
473,4/6/2018,14,unknown
937,4/5/2018,14,organic_search
1100,5/8/2018,14,paid_search
1226,5/3/2018,14,paid_search
1304,5/26/2018,14,paid_search
1472,4/19/2018,14,paid_search
1482,4/24/2018,14,paid_search
1580,5/19/2018,14,paid_search
1731,4/4/2018,14,organic_search
1765,5/2/2018,14,paid_search
1851,4/4/2018,14,paid_search
1914,4/20/2018,14,organic_search
2144,4/30/2018,14,paid_search
2296,4/10/2018,14,paid_search
2392,4/19/2018,14,paid_search
2430,5/2/2018,14,paid_search
2452,4/12/2018,14,paid_search
2588,5/3/2018,14,paid_search
2859,4/20/2018,14,paid_search
3552,5/3/2018,14,paid_search
3592,4/6/2018,14,paid_search
3912,5/30/2018,14,paid_search
4019,4/5/2018,14,paid_search
4412,4/10/2018,14,organic_search
4480,5/25/2018,14,paid_search
4615,4/5/2018,14,other_publicities
4627,5/24/2018,14,paid_search
4766,5/14/2018,14,social
4767,5/8/2018,14,paid_search
4929,5/25/2018,14,organic_search
5149,5/10/2018,14,paid_search
5157,4/3/2018,14,paid_search
5256,5/11/2018,14,paid_search
5267,5/2/2018,14,paid_search
5312,5/24/2018,14,paid_search
5546,4/3/2018,14,unknown
5550,5/18/2018,14,paid_search
5691,5/2/2018,14,unknown
5746,5/23/2018,14,paid_search
5897,5/9/2018,14,paid_search
5982,5/25/2018,14,paid_search
6045,4/26/2018,14,paid_search
6049,5/15/2018,14,paid_search
6073,5/22/2018,14,paid_search
6119,4/13/2018,14,paid_search
6193,5/23/2018,14,organic_search
6204,5/18/2018,14,organic_search
6278,4/19/2018,14,paid_search
6361,5/29/2018,14,organic_search
6364,5/12/2018,14,paid_search
6456,4/16/2018,14,paid_search
6527,4/23/2018,14,paid_search
6528,5/8/2018,14,organic_search
6732,5/19/2018,14,paid_search
6848,5/10/2018,14,paid_search
6851,5/28/2018,14,organic_search
6894,5/24/2018,14,paid_search
6898,5/28/2018,14,organic_search
6975,4/10/2018,14,paid_search
7051,4/25/2018,14,paid_search
7318,4/14/2018,14,paid_search
7448,4/17/2018,14,paid_search
7707,5/23/2018,14,paid_search
7852,5/17/2018,14,paid_search
7879,4/5/2018,14,
7894,5/9/2018,14,paid_search
16,12/8/2017,15,paid_search
524,1/4/2018,15,paid_search
716,3/24/2018,15,organic_search
1490,3/26/2018,15,organic_search
1647,4/16/2018,15,paid_search
1913,4/5/2018,15,organic_search
2021,5/22/2018,15,paid_search
2159,2/24/2018,15,organic_search
2458,4/5/2018,15,organic_search
2595,4/17/2018,15,organic_search
2813,4/9/2018,15,direct_traffic
2996,2/15/2018,15,organic_search
3643,2/28/2018,15,unknown
3758,2/22/2018,15,paid_search
3777,5/21/2018,15,organic_search
4703,12/1/2017,15,organic_search
4881,3/11/2018,15,organic_search
5659,2/11/2018,15,organic_search
6887,8/14/2017,15,direct_traffic
7178,3/2/2018,15,organic_search
7902,2/17/2018,15,paid_search
17,2/16/2018,16,unknown
38,3/16/2018,16,unknown
49,2/28/2018,16,organic_search
53,8/7/2017,16,organic_search
56,3/6/2018,16,unknown
75,5/11/2018,16,
82,11/14/2017,16,unknown
84,10/18/2017,16,unknown
86,5/14/2018,16,unknown
87,4/13/2018,16,unknown
100,3/14/2018,16,unknown
125,2/5/2018,16,unknown
133,4/9/2018,16,paid_search
135,4/11/2018,16,unknown
161,11/30/2017,16,social
162,1/10/2018,16,unknown
188,3/27/2018,16,unknown
221,2/20/2018,16,unknown
228,5/31/2018,16,organic_search
239,2/1/2018,16,unknown
242,3/26/2018,16,unknown
253,2/5/2018,16,organic_search
258,1/22/2018,16,unknown
268,1/9/2018,16,unknown
269,5/24/2018,16,unknown
276,1/10/2018,16,unknown
286,1/12/2018,16,unknown
294,8/31/2017,16,social
300,3/1/2018,16,unknown
314,2/5/2018,16,unknown
331,2/14/2018,16,unknown
339,1/12/2018,16,email
347,3/26/2018,16,organic_search
352,5/9/2018,16,organic_search
368,2/27/2018,16,unknown
396,10/6/2017,16,paid_search
403,3/14/2018,16,unknown
406,3/22/2018,16,organic_search
407,3/9/2018,16,unknown
421,3/1/2018,16,unknown
432,1/17/2018,16,organic_search
434,1/16/2018,16,unknown
441,3/13/2018,16,organic_search
454,3/22/2018,16,unknown
460,4/2/2018,16,unknown
461,1/15/2018,16,paid_search
463,11/14/2017,16,unknown
472,4/26/2018,16,organic_search
492,5/1/2018,16,unknown
503,10/5/2017,16,unknown
541,4/12/2018,16,paid_search
543,5/25/2018,16,unknown
551,3/27/2018,16,unknown
560,2/8/2018,16,unknown
586,2/27/2018,16,unknown
593,2/14/2018,16,unknown
594,3/5/2018,16,unknown
602,11/21/2017,16,unknown
605,2/20/2018,16,unknown
625,2/9/2018,16,direct_traffic
631,1/17/2018,16,organic_search
636,3/21/2018,16,unknown
642,3/23/2018,16,unknown
645,9/4/2017,16,unknown
656,4/10/2018,16,unknown
657,2/21/2018,16,unknown
666,3/22/2018,16,unknown
672,8/24/2017,16,organic_search
683,4/11/2018,16,unknown
685,4/27/2018,16,paid_search
688,1/11/2018,16,unknown
696,5/18/2018,16,unknown
701,4/2/2018,16,paid_search
702,8/12/2017,16,organic_search
703,5/21/2018,16,unknown
705,2/2/2018,16,direct_traffic
722,3/28/2018,16,unknown
746,5/29/2018,16,unknown
757,11/6/2017,16,unknown
769,1/23/2018,16,unknown
772,5/15/2018,16,unknown
789,11/23/2017,16,organic_search
808,10/26/2017,16,display
810,1/8/2018,16,unknown
812,4/11/2018,16,direct_traffic
813,5/11/2018,16,unknown
819,2/15/2018,16,organic_search
823,11/21/2017,16,unknown
829,2/28/2018,16,unknown
830,4/12/2018,16,unknown
831,1/3/2018,16,unknown
836,1/3/2018,16,social
842,3/16/2018,16,paid_search
845,2/19/2018,16,unknown
859,1/4/2018,16,unknown
860,4/11/2018,16,unknown
863,2/1/2018,16,organic_search
880,2/6/2018,16,unknown
887,3/14/2018,16,unknown
891,3/5/2018,16,unknown
894,5/14/2018,16,unknown
908,4/18/2018,16,unknown
909,2/9/2018,16,unknown
913,10/16/2017,16,unknown
917,3/26/2018,16,organic_search
919,5/29/2018,16,unknown
944,11/6/2017,16,unknown
952,3/14/2018,16,organic_search
954,5/30/2018,16,other
958,11/28/2017,16,social
963,1/24/2018,16,unknown
965,4/18/2018,16,unknown
977,5/14/2018,16,organic_search
978,11/22/2017,16,unknown
979,2/2/2018,16,unknown
1023,5/29/2018,16,unknown
1039,8/18/2017,16,unknown
1058,12/7/2017,16,unknown
1062,4/19/2018,16,unknown
1073,3/20/2018,16,unknown
1078,1/5/2018,16,unknown
1106,10/3/2017,16,unknown
1146,1/16/2018,16,unknown
1169,4/2/2018,16,organic_search
1183,5/7/2018,16,unknown
1186,3/29/2018,16,unknown
1189,4/2/2018,16,unknown
1194,1/14/2018,16,organic_search
1201,2/15/2018,16,unknown
1204,3/5/2018,16,unknown
1234,5/2/2018,16,organic_search
1240,3/23/2018,16,unknown
1254,1/18/2018,16,unknown
1259,1/15/2018,16,paid_search
1282,11/24/2017,16,unknown
1292,4/10/2018,16,organic_search
1297,5/31/2018,16,unknown
1298,5/2/2018,16,unknown
1302,4/19/2018,16,unknown
1314,1/15/2018,16,unknown
1319,11/3/2017,16,unknown
1328,3/9/2018,16,unknown
1331,4/24/2018,16,organic_search
1333,10/16/2017,16,unknown
1342,2/6/2018,16,unknown
1344,3/8/2018,16,organic_search
1347,10/9/2017,16,unknown
1349,4/11/2018,16,unknown
1354,1/25/2018,16,unknown
1369,3/30/2018,16,paid_search
1383,3/27/2018,16,unknown
1384,3/2/2018,16,unknown
1389,4/2/2018,16,display
1394,5/3/2018,16,unknown
1396,1/4/2018,16,unknown
1397,10/16/2017,16,paid_search
1402,1/22/2018,16,unknown
1414,5/14/2018,16,paid_search
1424,4/18/2018,16,unknown
1429,4/13/2018,16,paid_search
1434,1/16/2018,16,unknown
1449,4/27/2018,16,unknown
1451,3/19/2018,16,unknown
1456,4/17/2018,16,organic_search
1477,2/1/2018,16,unknown
1480,12/27/2017,16,paid_search
1484,5/9/2018,16,organic_search
1505,4/24/2018,16,unknown
1508,3/14/2018,16,organic_search
1510,12/18/2017,16,unknown
1514,1/4/2018,16,unknown
1515,2/16/2018,16,paid_search
1518,12/4/2017,16,referral
1527,9/19/2017,16,unknown
1538,4/13/2018,16,organic_search
1544,7/28/2017,16,direct_traffic
1553,1/29/2018,16,unknown
1562,1/12/2018,16,unknown
1599,5/29/2018,16,unknown
1604,5/28/2018,16,unknown
1612,5/28/2018,16,social
1627,10/6/2017,16,unknown
1640,4/25/2018,16,unknown
1653,1/22/2018,16,unknown
1654,1/15/2018,16,unknown
1659,4/4/2018,16,unknown
1662,4/19/2018,16,unknown
1667,2/21/2018,16,unknown
1673,10/4/2017,16,unknown
1681,4/23/2018,16,unknown
1684,2/22/2018,16,unknown
1685,10/16/2017,16,unknown
1694,3/14/2018,16,unknown
1729,1/19/2018,16,organic_search
1739,4/3/2018,16,unknown
1751,2/2/2018,16,social
1752,1/29/2018,16,organic_search
1755,5/24/2018,16,unknown
1756,11/22/2017,16,unknown
1757,5/7/2018,16,unknown
1759,1/18/2018,16,direct_traffic
1767,11/17/2017,16,unknown
1779,3/5/2018,16,unknown
1792,9/6/2017,16,unknown
1796,1/29/2018,16,unknown
1802,5/8/2018,16,paid_search
1814,3/5/2018,16,unknown
1822,12/15/2017,16,unknown
1823,1/25/2018,16,unknown
1825,1/18/2018,16,organic_search
1827,3/29/2018,16,unknown
1837,5/22/2018,16,unknown
1847,5/17/2018,16,unknown
1849,3/21/2018,16,unknown
1852,2/13/2018,16,paid_search
1885,7/14/2017,16,unknown
1908,1/30/2018,16,organic_search
1918,2/22/2018,16,paid_search
1922,2/26/2018,16,direct_traffic
1940,4/4/2018,16,unknown
1942,2/6/2018,16,unknown
1948,5/11/2018,16,unknown
1956,2/20/2018,16,unknown
1960,1/29/2018,16,organic_search
1981,4/26/2018,16,organic_search
1983,7/20/2017,16,unknown
1984,1/11/2018,16,unknown
2018,2/2/2018,16,unknown
2029,5/4/2018,16,unknown
2045,9/18/2017,16,unknown
2055,4/27/2018,16,unknown
2062,4/20/2018,16,unknown
2063,3/14/2018,16,paid_search
2064,3/15/2018,16,unknown
2066,5/21/2018,16,unknown
2071,1/18/2018,16,organic_search
2081,1/15/2018,16,unknown
2092,1/9/2018,16,unknown
2115,3/1/2018,16,unknown
2121,7/22/2017,16,unknown
2127,5/14/2018,16,unknown
2130,1/31/2018,16,unknown
2135,3/16/2018,16,unknown
2161,2/22/2018,16,organic_search
2164,5/8/2018,16,unknown
2168,2/6/2018,16,email
2183,8/15/2017,16,unknown
2185,5/10/2018,16,unknown
2192,3/13/2018,16,unknown
2195,5/14/2018,16,paid_search
2198,2/13/2018,16,unknown
2201,8/1/2017,16,unknown
2206,2/19/2018,16,organic_search
2213,4/5/2018,16,unknown
2231,2/14/2018,16,unknown
2253,8/22/2017,16,unknown
2254,4/10/2018,16,unknown
2255,5/30/2018,16,unknown
2262,1/22/2018,16,unknown
2276,9/9/2017,16,paid_search
2306,3/28/2018,16,paid_search
2309,4/23/2018,16,organic_search
2316,11/13/2017,16,direct_traffic
2338,3/29/2018,16,unknown
2362,4/6/2018,16,unknown
2365,1/17/2018,16,unknown
2369,3/6/2018,16,unknown
2378,7/19/2017,16,unknown
2381,1/30/2018,16,unknown
2384,12/18/2017,16,unknown
2389,1/31/2018,16,unknown
2403,3/27/2018,16,unknown
2409,3/20/2018,16,unknown
2421,2/2/2018,16,unknown
2424,4/10/2018,16,paid_search
2425,5/10/2018,16,direct_traffic
2427,2/2/2018,16,unknown
2431,10/23/2017,16,paid_search
2434,5/3/2018,16,unknown
2437,7/24/2017,16,unknown
2441,4/19/2018,16,unknown
2447,3/16/2018,16,paid_search
2450,3/21/2018,16,unknown
2462,3/19/2018,16,paid_search
2467,4/18/2018,16,paid_search
2482,1/17/2018,16,other
2483,3/27/2018,16,paid_search
2485,2/26/2018,16,unknown
2487,1/19/2018,16,unknown
2491,1/26/2018,16,social
2494,4/18/2018,16,organic_search
2499,3/23/2018,16,unknown
2511,3/9/2018,16,unknown
2523,4/20/2018,16,unknown
2530,1/17/2018,16,unknown
2536,5/31/2018,16,organic_search
2541,1/18/2018,16,unknown
2548,8/29/2017,16,paid_search
2549,1/31/2018,16,unknown
2551,8/25/2017,16,unknown
2554,1/31/2018,16,unknown
2563,8/1/2017,16,unknown
2577,5/7/2018,16,unknown
2599,5/22/2018,16,paid_search
2603,7/25/2017,16,other_publicities
2614,5/17/2018,16,unknown
2619,5/18/2018,16,unknown
2621,2/8/2018,16,unknown
2622,1/3/2018,16,organic_search
2623,1/10/2018,16,direct_traffic
2624,2/22/2018,16,organic_search
2630,4/3/2018,16,unknown
2633,1/12/2018,16,unknown
2639,2/27/2018,16,direct_traffic
2641,9/13/2017,16,unknown
2658,2/28/2018,16,unknown
2660,2/1/2018,16,organic_search
2665,3/2/2018,16,unknown
2674,10/20/2017,16,unknown
2701,3/22/2018,16,unknown
2709,4/11/2018,16,unknown
2715,11/28/2017,16,unknown
2739,8/3/2017,16,unknown
2756,5/21/2018,16,unknown
2758,10/20/2017,16,other_publicities
2765,4/20/2018,16,unknown
2776,11/21/2017,16,unknown
2795,4/26/2018,16,unknown
2802,5/17/2018,16,unknown
2806,3/28/2018,16,unknown
2807,2/19/2018,16,unknown
2811,3/21/2018,16,unknown
2823,4/11/2018,16,unknown
2836,1/31/2018,16,paid_search
2850,3/21/2018,16,organic_search
2851,1/26/2018,16,direct_traffic
2852,5/8/2018,16,direct_traffic
2858,7/31/2017,16,unknown
2862,5/25/2018,16,unknown
2888,4/3/2018,16,unknown
2894,3/20/2018,16,unknown
2896,2/28/2018,16,unknown
2924,4/17/2018,16,organic_search
2929,1/31/2018,16,unknown
2936,4/4/2018,16,unknown
