NumeDistribuitor	NumeClient	IDClient	DataComanda	DataLivrare	CostTransport	IDComanda	Vanzare	ProcentTransport
Shipper ZHISN	Customer XIIWM	41	2007-02-21 00:00:00	2007-02-25 00:00:00	2.74	10454	331.2000000	.827294685990
Shipper ETYNR	Customer ZHYOS	87	2007-02-24 00:00:00	2007-03-03 00:00:00	180.45	10455	2684.0000000	6.723174366617
Shipper ETYNR	Customer GLLAG	39	2007-02-25 00:00:00	2007-02-28 00:00:00	8.12	10456	557.6000000	1.456241032999
Shipper GVSUA	Customer GLLAG	39	2007-02-25 00:00:00	2007-03-03 00:00:00	11.57	10457	1584.0000000	.730429292929
Shipper ZHISN	Customer SFOGW	76	2007-02-26 00:00:00	2007-03-04 00:00:00	147.06	10458	3891.0000000	3.779491133385
Shipper ETYNR	Customer NRCSK	84	2007-02-27 00:00:00	2007-02-28 00:00:00	25.09	10459	1659.2000000	1.512174541948
Shipper GVSUA	Customer CYZTN	24	2007-02-28 00:00:00	2007-03-03 00:00:00	16.27	10460	176.1000000	9.239068710960
Shipper ZHISN	Customer XPNIK	46	2007-02-28 00:00:00	2007-03-05 00:00:00	148.61	10461	1538.7000000	9.658152986287
Shipper GVSUA	Customer GYBBY	16	2007-03-03 00:00:00	2007-03-18 00:00:00	6.17	10462	156.0000000	3.955128205128
Shipper ZHISN	Customer SFOGW	76	2007-03-04 00:00:00	2007-03-06 00:00:00	14.78	10463	713.3000000	2.072059442030
Shipper ETYNR	Customer XYUFB	28	2007-03-04 00:00:00	2007-03-14 00:00:00	89	10464	1609.2800000	5.530423543448
Shipper ZHISN	Customer ZRNDE	83	2007-03-05 00:00:00	2007-03-14 00:00:00	145.04	10465	2518.0000000	5.760127084988
Shipper GVSUA	Customer JUWXK	15	2007-03-06 00:00:00	2007-03-13 00:00:00	11.93	10466	216.0000000	5.523148148148
Shipper ETYNR	Customer CQRAA	49	2007-03-06 00:00:00	2007-03-11 00:00:00	4.93	10467	235.2000000	2.096088435374
Shipper ZHISN	Customer GLLAG	39	2007-03-07 00:00:00	2007-03-12 00:00:00	44.12	10468	717.6000000	6.148272017837
Shipper GVSUA	Customer YBQTI	89	2007-03-10 00:00:00	2007-03-14 00:00:00	60.18	10469	956.6750000	6.290537538872
Shipper ETYNR	Customer RTXGC	9	2007-03-11 00:00:00	2007-03-14 00:00:00	64.56	10470	1820.8000000	3.545694200351
Shipper ZHISN	Customer UBHAU	11	2007-03-11 00:00:00	2007-03-18 00:00:00	45.59	10471	1328.0000000	3.432981927711
Shipper GVSUA	Customer AHPOP	72	2007-03-12 00:00:00	2007-03-19 00:00:00	4.2	10472	1036.8000000	.405092592593
Shipper ZHISN	Customer LJUCA	38	2007-03-13 00:00:00	2007-03-21 00:00:00	16.37	10473	230.4000000	7.105034722222
Shipper ETYNR	Customer AHXHT	58	2007-03-13 00:00:00	2007-03-21 00:00:00	83.49	10474	1249.1000000	6.684012488992
Shipper GVSUA	Customer SFOGW	76	2007-03-14 00:00:00	2007-04-04 00:00:00	68.52	10475	1505.1800000	4.552279461593
Shipper ZHISN	Customer UMTLM	35	2007-03-17 00:00:00	2007-03-24 00:00:00	4.41	10476	180.4800000	2.443484042553
Shipper ETYNR	Customer QZURI	60	2007-03-17 00:00:00	2007-03-25 00:00:00	13.02	10477	558.0000000	2.333333333333
Shipper ZHISN	Customer NRCSK	84	2007-03-18 00:00:00	2007-03-26 00:00:00	4.81	10478	471.2000000	1.020797962649
Shipper ZHISN	Customer NYUHS	65	2007-03-19 00:00:00	2007-03-21 00:00:00	708.95	10479	10495.6000000	6.754735317657
Shipper ETYNR	Customer WVFAF	23	2007-03-20 00:00:00	2007-03-24 00:00:00	1.35	10480	756.0000000	.178571428571
Shipper ETYNR	Customer QVEPD	67	2007-03-20 00:00:00	2007-03-25 00:00:00	64.33	10481	1472.0000000	4.370244565217
Shipper ZHISN	Customer UISOJ	43	2007-03-21 00:00:00	2007-04-10 00:00:00	7.48	10482	147.0000000	5.088435374150
Shipper ETYNR	Customer YBQTI	89	2007-03-24 00:00:00	2007-04-25 00:00:00	15.28	10483	668.8000000	2.284688995215
Shipper ZHISN	Customer UBHAU	11	2007-03-24 00:00:00	2007-04-01 00:00:00	6.88	10484	386.2000000	1.781460383221
Shipper ETYNR	Customer PSQUZ	47	2007-03-25 00:00:00	2007-03-31 00:00:00	64.45	10485	1584.0000000	4.068813131313
Shipper ETYNR	Customer UMTLM	35	2007-03-26 00:00:00	2007-04-02 00:00:00	30.53	10486	1272.0000000	2.400157232704
Shipper ETYNR	Customer WFIZJ	62	2007-03-26 00:00:00	2007-03-28 00:00:00	71.07	10487	889.7000000	7.988085871642
Shipper ETYNR	Customer AZJED	25	2007-03-27 00:00:00	2007-04-02 00:00:00	4.93	10488	1512.0000000	.326058201058
Shipper ETYNR	Customer LOLJO	59	2007-03-28 00:00:00	2007-04-09 00:00:00	5.29	10489	439.2000000	1.204462659381
Shipper ETYNR	Customer UMTLM	35	2007-03-31 00:00:00	2007-04-03 00:00:00	210.19	10490	3163.2000000	6.644853313101
Shipper ZHISN	Customer XYUFB	28	2007-03-31 00:00:00	2007-04-08 00:00:00	16.96	10491	259.5050000	6.535519546830
Shipper GVSUA	Customer EEALV	10	2007-04-01 00:00:00	2007-04-11 00:00:00	62.89	10492	851.2000000	7.388392857143
Shipper ZHISN	Customer XIIWM	41	2007-04-02 00:00:00	2007-04-10 00:00:00	10.64	10493	608.4000000	1.748849441157
Shipper ETYNR	Customer JUWXK	15	2007-04-02 00:00:00	2007-04-09 00:00:00	65.99	10494	912.0000000	7.235745614035
Shipper ZHISN	Customer IAIJK	42	2007-04-03 00:00:00	2007-04-11 00:00:00	4.65	10495	278.0000000	1.672661870504
Shipper ETYNR	Customer YQQWW	81	2007-04-04 00:00:00	2007-04-07 00:00:00	46.77	10496	190.0000000	24.615789473684
Shipper GVSUA	Customer OXFRU	44	2007-04-04 00:00:00	2007-04-07 00:00:00	36.21	10497	1380.6000000	2.622772707518
Shipper ETYNR	Customer UMTLM	35	2007-04-07 00:00:00	2007-04-11 00:00:00	29.75	10498	575.0000000	5.173913043478
Shipper ETYNR	Customer XPNIK	46	2007-04-08 00:00:00	2007-04-16 00:00:00	102.02	10499	1412.0000000	7.225212464589
Shipper GVSUA	Customer XIIWM	41	2007-04-09 00:00:00	2007-04-17 00:00:00	42.68	10500	523.2600000	8.156556969766
Shipper ZHISN	Customer XHXJV	6	2007-04-09 00:00:00	2007-04-16 00:00:00	8.85	10501	149.0000000	5.939597315436
Shipper GVSUA	Customer AHXHT	58	2007-04-10 00:00:00	2007-04-29 00:00:00	69.32	10502	816.3000000	8.491975989220
Shipper ETYNR	Customer FRXZL	37	2007-04-11 00:00:00	2007-04-16 00:00:00	16.74	10503	2048.5000000	.817183304857
Shipper ZHISN	Customer YBQTI	89	2007-04-11 00:00:00	2007-04-18 00:00:00	59.13	10504	1388.5000000	4.258552394671
Shipper ZHISN	Customer PVDZC	51	2007-04-14 00:00:00	2007-04-21 00:00:00	7.13	10505	147.9000000	4.820824881677
Shipper ETYNR	Customer GLLAG	39	2007-04-15 00:00:00	2007-05-02 00:00:00	21.19	10506	415.8000000	5.096200096200
Shipper GVSUA	Customer KBUDE	3	2007-04-15 00:00:00	2007-04-22 00:00:00	47.45	10507	749.0625000	6.334584897789
Shipper ETYNR	Customer QNIVZ	56	2007-04-16 00:00:00	2007-05-13 00:00:00	4.99	10508	240.0000000	2.079166666667
Shipper GVSUA	Customer XHXJV	6	2007-04-17 00:00:00	2007-04-29 00:00:00	0.15	10509	136.8000000	.109649122807
Shipper ZHISN	Customer LCOUJ	71	2007-04-18 00:00:00	2007-04-28 00:00:00	367.63	10510	4707.5400000	7.809386643555
Shipper ZHISN	Customer RTXGC	9	2007-04-18 00:00:00	2007-04-21 00:00:00	350.64	10511	2550.0000000	13.750588235294
Shipper ETYNR	Customer KIDPX	21	2007-04-21 00:00:00	2007-04-24 00:00:00	3.53	10512	525.3000000	.671996954121
Shipper GVSUA	Customer SNXOJ	86	2007-04-22 00:00:00	2007-04-28 00:00:00	105.65	10513	1942.0000000	5.440267765191
Shipper ETYNR	Customer THHDP	20	2007-04-22 00:00:00	2007-05-16 00:00:00	789.95	10514	8623.4500000	9.160486812123
Shipper GVSUA	Customer IRRVL	63	2007-04-23 00:00:00	2007-05-23 00:00:00	204.47	10515	9921.3000000	2.060919435961
Shipper ZHISN	Customer FRXZL	37	2007-04-24 00:00:00	2007-05-01 00:00:00	62.78	10516	2381.0500000	2.636651897272
Shipper ZHISN	Customer GCJSG	53	2007-04-24 00:00:00	2007-04-29 00:00:00	32.07	10517	352.0000000	9.110795454545
Shipper ETYNR	Customer VONTK	80	2007-04-25 00:00:00	2007-05-05 00:00:00	218.15	10518	4150.0500000	5.256563173938
Shipper ZHISN	Customer WNMAF	14	2007-04-28 00:00:00	2007-05-01 00:00:00	91.76	10519	2314.2000000	3.965085126610
Shipper GVSUA	Customer TMXGN	70	2007-04-29 00:00:00	2007-05-01 00:00:00	13.37	10520	200.0000000	6.685000000000
Shipper ETYNR	Customer PSNMQ	12	2007-04-29 00:00:00	2007-05-02 00:00:00	17.22	10521	225.5000000	7.636363636364
Shipper GVSUA	Customer OXFRU	44	2007-04-30 00:00:00	2007-05-06 00:00:00	45.33	10522	2318.2400000	1.955362688936
Shipper ETYNR	Customer AHPOP	72	2007-05-01 00:00:00	2007-05-30 00:00:00	77.63	10523	2444.3100000	3.175947404380
Shipper ETYNR	Customer HGVLZ	5	2007-05-01 00:00:00	2007-05-07 00:00:00	244.79	10524	3192.6500000	7.667298325842
Shipper ETYNR	Customer RTXGC	9	2007-05-02 00:00:00	2007-05-23 00:00:00	11.06	10525	818.4000000	1.351417399804
Shipper ETYNR	Customer ZHYOS	87	2007-05-05 00:00:00	2007-05-15 00:00:00	58.59	10526	1151.4000000	5.088587806149
Shipper GVSUA	Customer IRRVL	63	2007-05-05 00:00:00	2007-05-07 00:00:00	41.9	10527	1503.0000000	2.787757817698
Shipper ETYNR	Customer YSIQX	32	2007-05-06 00:00:00	2007-05-09 00:00:00	3.35	10528	392.2000000	.854156042835
Shipper ETYNR	Customer JYPSC	50	2007-05-07 00:00:00	2007-05-09 00:00:00	66.69	10529	946.0000000	7.049682875264
Shipper ETYNR	Customer LOLJO	59	2007-05-08 00:00:00	2007-05-12 00:00:00	339.22	10530	4180.0000000	8.115311004785
Shipper GVSUA	Customer TDKEG	54	2007-05-08 00:00:00	2007-05-19 00:00:00	8.12	10531	110.0000000	7.381818181818
Shipper ZHISN	Customer RFNQC	19	2007-05-09 00:00:00	2007-05-12 00:00:00	74.46	10532	796.3500000	9.350160105481
Shipper GVSUA	Customer CYZTN	24	2007-05-12 00:00:00	2007-05-22 00:00:00	188.04	10533	2222.2000000	8.461884618846
Shipper ETYNR	Customer OXFRU	44	2007-05-12 00:00:00	2007-05-14 00:00:00	27.94	10534	465.7000000	5.999570538974
Shipper GVSUA	Customer KBUDE	3	2007-05-13 00:00:00	2007-05-21 00:00:00	15.64	10535	1940.8500000	.805832496071
Shipper ETYNR	Customer OXFRU	44	2007-05-14 00:00:00	2007-06-06 00:00:00	58.88	10536	1645.0000000	3.579331306991
Shipper GVSUA	Customer CCKOT	68	2007-05-14 00:00:00	2007-05-19 00:00:00	78.85	10537	1823.8000000	4.323390722667
Shipper ZHISN	Customer UBHAU	11	2007-05-15 00:00:00	2007-05-16 00:00:00	4.87	10538	139.8000000	3.483547925608
Shipper ZHISN	Customer UBHAU	11	2007-05-16 00:00:00	2007-05-23 00:00:00	12.36	10539	355.5000000	3.476793248945
Shipper ZHISN	Customer IRRVL	63	2007-05-19 00:00:00	2007-06-13 00:00:00	1007.64	10540	10191.7000000	9.886868726513
Shipper GVSUA	Customer IBVRG	34	2007-05-19 00:00:00	2007-05-29 00:00:00	68.65	10541	1946.5200000	3.526806814212
Shipper ZHISN	Customer GLLAG	39	2007-05-20 00:00:00	2007-05-26 00:00:00	10.95	10542	469.1100000	2.334207328772
Shipper ETYNR	Customer XPNIK	46	2007-05-21 00:00:00	2007-05-23 00:00:00	48.17	10543	1504.5000000	3.201728148887
Shipper GVSUA	Customer DVFMB	48	2007-05-21 00:00:00	2007-05-30 00:00:00	24.91	10544	417.2000000	5.970757430489
Shipper ETYNR	Customer UISOJ	43	2007-05-22 00:00:00	2007-06-26 00:00:00	11.92	10545	210.0000000	5.676190476190
Shipper ZHISN	Customer NRCSK	84	2007-05-23 00:00:00	2007-05-27 00:00:00	194.72	10546	2812.0000000	6.924608819346
Shipper ETYNR	Customer AHPOP	72	2007-05-23 00:00:00	2007-06-02 00:00:00	178.43	10547	1792.8000000	9.952588130299
Shipper ETYNR	Customer FAPSM	79	2007-05-26 00:00:00	2007-06-02 00:00:00	1.43	10548	240.1000000	.595585172845
Shipper GVSUA	Customer IRRVL	63	2007-05-27 00:00:00	2007-05-30 00:00:00	171.24	10549	3554.2750000	4.817860182456
Shipper ZHISN	Customer KSLQF	30	2007-05-28 00:00:00	2007-06-06 00:00:00	4.32	10550	683.3000000	.632225962242
Shipper ZHISN	Customer XYUFB	28	2007-05-28 00:00:00	2007-06-06 00:00:00	72.95	10551	1677.3000000	4.349251773684
Shipper GVSUA	Customer UMTLM	35	2007-05-29 00:00:00	2007-06-05 00:00:00	83.22	10552	880.5000000	9.451448040886
Shipper ETYNR	Customer ZHYOS	87	2007-05-30 00:00:00	2007-06-03 00:00:00	149.49	10553	1546.3000000	9.667593610554
Shipper ZHISN	Customer QNIVZ	56	2007-05-30 00:00:00	2007-06-05 00:00:00	120.97	10554	1728.5250000	6.998452437772
Shipper ZHISN	Customer LCOUJ	71	2007-06-02 00:00:00	2007-06-04 00:00:00	252.49	10555	2944.4000000	8.575261513381
Shipper GVSUA	Customer JMIKW	73	2007-06-03 00:00:00	2007-06-13 00:00:00	9.8	10556	835.2000000	1.173371647510
Shipper ETYNR	Customer OXFRU	44	2007-06-03 00:00:00	2007-06-06 00:00:00	96.72	10557	1152.5000000	8.392190889371
Shipper ETYNR	Customer HFBZG	4	2007-06-04 00:00:00	2007-06-10 00:00:00	72.97	10558	2142.9000000	3.405198562695
Shipper GVSUA	Customer QXVLA	7	2007-06-05 00:00:00	2007-06-13 00:00:00	8.05	10559	520.4100000	1.546857285602
Shipper GVSUA	Customer AZJED	25	2007-06-06 00:00:00	2007-06-09 00:00:00	36.65	10560	1072.4250000	3.417488402452
Shipper ETYNR	Customer CYZTN	24	2007-06-06 00:00:00	2007-06-09 00:00:00	242.21	10561	2844.5000000	8.515029003340
Shipper GVSUA	Customer LHANT	66	2007-06-09 00:00:00	2007-06-12 00:00:00	22.95	10562	488.7000000	4.696132596685
Shipper ETYNR	Customer QVEPD	67	2007-06-10 00:00:00	2007-06-24 00:00:00	60.43	10563	965.0000000	6.262176165803
Shipper ZHISN	Customer NYUHS	65	2007-06-10 00:00:00	2007-06-16 00:00:00	13.75	10564	1234.0500000	1.114217414205
Shipper ETYNR	Customer PVDZC	51	2007-06-11 00:00:00	2007-06-18 00:00:00	7.15	10565	639.9000000	1.117362087826
Shipper GVSUA	Customer QXVLA	7	2007-06-12 00:00:00	2007-06-18 00:00:00	88.4	10566	1761.0000000	5.019875070982
Shipper GVSUA	Customer FRXZL	37	2007-06-12 00:00:00	2007-06-17 00:00:00	33.97	10567	2519.0000000	1.348551012306
Shipper ZHISN	Customer MDLWA	29	2007-06-13 00:00:00	2007-07-09 00:00:00	6.54	10568	155.0000000	4.219354838710
Shipper GVSUA	Customer NYUHS	65	2007-06-16 00:00:00	2007-07-11 00:00:00	58.98	10569	890.0000000	6.626966292135
Shipper ZHISN	Customer PVDZC	51	2007-06-17 00:00:00	2007-06-19 00:00:00	188.99	10570	2465.2500000	7.666159618700
Shipper ZHISN	Customer THHDP	20	2007-06-17 00:00:00	2007-07-04 00:00:00	26.06	10571	550.5875000	4.733125979068
Shipper ETYNR	Customer HGVLZ	5	2007-06-18 00:00:00	2007-06-25 00:00:00	116.43	10572	1501.0850000	7.756389544896
Shipper ZHISN	Customer KBUDE	3	2007-06-19 00:00:00	2007-06-20 00:00:00	84.84	10573	2082.0000000	4.074927953890
Shipper ETYNR	Customer EYHKM	82	2007-06-19 00:00:00	2007-06-30 00:00:00	37.6	10574	764.3000000	4.919534214314
Shipper GVSUA	Customer PZNLA	52	2007-06-20 00:00:00	2007-06-30 00:00:00	127.34	10575	2147.4000000	5.929961814287
Shipper ZHISN	Customer VONTK	80	2007-06-23 00:00:00	2007-06-30 00:00:00	18.56	10576	838.4500000	2.213608444153
Shipper ETYNR	Customer EYHKM	82	2007-06-23 00:00:00	2007-06-30 00:00:00	25.41	10577	569.0000000	4.465729349736
Shipper ZHISN	Customer UBHAU	11	2007-06-24 00:00:00	2007-07-25 00:00:00	29.6	10578	477.0000000	6.205450733753
Shipper ETYNR	Customer QXPPT	45	2007-06-25 00:00:00	2007-07-04 00:00:00	13.73	10579	317.7500000	4.321007081039
Shipper ZHISN	Customer QNIVZ	56	2007-06-26 00:00:00	2007-07-01 00:00:00	75.89	10580	1013.7450000	7.486103507292
Shipper GVSUA	Customer KIDPX	21	2007-06-26 00:00:00	2007-07-02 00:00:00	3.01	10581	310.0000000	.970967741935
Shipper ETYNR	Customer XHXJV	6	2007-06-27 00:00:00	2007-07-14 00:00:00	27.71	10582	330.0000000	8.396969696970
Shipper ETYNR	Customer ZHYOS	87	2007-06-30 00:00:00	2007-07-04 00:00:00	7.28	10583	2237.5000000	.325363128492
Shipper GVSUA	Customer QXVLA	7	2007-06-30 00:00:00	2007-07-04 00:00:00	59.14	10584	593.7500000	9.960421052632
Shipper GVSUA	Customer SRQVM	88	2007-07-01 00:00:00	2007-07-10 00:00:00	13.41	10585	142.5000000	9.410526315789
Shipper GVSUA	Customer LHANT	66	2007-07-02 00:00:00	2007-07-09 00:00:00	0.48	10586	23.8000000	2.016806722689
Shipper GVSUA	Customer WULWD	61	2007-07-02 00:00:00	2007-07-09 00:00:00	62.52	10587	807.3800000	7.743565607273
Shipper ZHISN	Customer IRRVL	63	2007-07-03 00:00:00	2007-07-10 00:00:00	194.67	10588	3120.0000000	6.239423076923
Shipper ETYNR	Customer YSIQX	32	2007-07-04 00:00:00	2007-07-14 00:00:00	4.42	10589	72.0000000	6.138888888889
Shipper ZHISN	Customer PVDZC	51	2007-07-07 00:00:00	2007-07-14 00:00:00	44.77	10590	1101.0000000	4.066303360581
Shipper GVSUA	Customer ZRNDE	83	2007-07-07 00:00:00	2007-07-16 00:00:00	55.92	10591	812.5000000	6.882461538462
Shipper GVSUA	Customer OXFRU	44	2007-07-08 00:00:00	2007-07-16 00:00:00	32.1	10592	516.4675000	6.215299123372
Shipper ETYNR	Customer OXFRU	44	2007-07-09 00:00:00	2007-08-13 00:00:00	174.2	10593	1994.4000000	8.734456478139
Shipper ETYNR	Customer KZQZT	55	2007-07-09 00:00:00	2007-07-16 00:00:00	5.24	10594	565.5000000	.926613616269
Shipper GVSUA	Customer THHDP	20	2007-07-10 00:00:00	2007-07-14 00:00:00	96.78	10595	4725.0000000	2.048253968254
Shipper GVSUA	Customer YBQTI	89	2007-07-11 00:00:00	2007-08-12 00:00:00	16.34	10596	1180.8800000	1.383713840526
Shipper ZHISN	Customer LOLJO	59	2007-07-11 00:00:00	2007-07-18 00:00:00	35.12	10597	718.0800000	4.890819964349
Shipper ZHISN	Customer NYUHS	65	2007-07-14 00:00:00	2007-07-18 00:00:00	44.42	10598	2388.5000000	1.859744609588
Shipper ZHISN	Customer UBHAU	11	2007-07-15 00:00:00	2007-07-21 00:00:00	29.98	10599	493.0000000	6.081135902637
Shipper GVSUA	Customer LVJSO	36	2007-07-16 00:00:00	2007-07-21 00:00:00	45.13	10600	479.8000000	9.406002501042
Shipper GVSUA	Customer UMTLM	35	2007-07-16 00:00:00	2007-07-22 00:00:00	58.3	10601	2285.0000000	2.551422319475
Shipper ETYNR	Customer ZRNDE	83	2007-07-17 00:00:00	2007-07-22 00:00:00	2.92	10602	48.7500000	5.989743589744
Shipper ETYNR	Customer LCOUJ	71	2007-07-18 00:00:00	2007-08-08 00:00:00	48.77	10603	1483.0000000	3.288604180715
Shipper GVSUA	Customer XYUFB	28	2007-07-18 00:00:00	2007-07-29 00:00:00	7.46	10604	230.8500000	3.231535629196
Shipper ETYNR	Customer PVDZC	51	2007-07-21 00:00:00	2007-07-29 00:00:00	379.13	10605	4109.7000000	9.225247584982
Shipper ZHISN	Customer YQQWW	81	2007-07-22 00:00:00	2007-07-31 00:00:00	79.4	10606	1130.4000000	7.024062278839
Shipper GVSUA	Customer LCOUJ	71	2007-07-22 00:00:00	2007-07-25 00:00:00	200.24	10607	6475.4000000	3.092318621243
Shipper ETYNR	Customer FAPSM	79	2007-07-23 00:00:00	2007-08-01 00:00:00	27.79	10608	1064.0000000	2.611842105263
Shipper ETYNR	Customer BSVAR	18	2007-07-24 00:00:00	2007-07-30 00:00:00	1.85	10609	424.0000000	.436320754717
Shipper GVSUA	Customer XIIWM	41	2007-07-25 00:00:00	2007-08-06 00:00:00	26.78	10610	299.2500000	8.949039264829
Shipper ETYNR	Customer CCFIZ	91	2007-07-25 00:00:00	2007-08-01 00:00:00	80.65	10611	808.0000000	9.981435643564
Shipper ETYNR	Customer LCOUJ	71	2007-07-28 00:00:00	2007-08-01 00:00:00	544.08	10612	6375.0000000	8.534588235294
Shipper ETYNR	Customer UMTLM	35	2007-07-29 00:00:00	2007-08-01 00:00:00	8.11	10613	353.2000000	2.296149490374
Shipper ZHISN	Customer XHXJV	6	2007-07-29 00:00:00	2007-08-01 00:00:00	1.93	10614	464.0000000	.415948275862
Shipper ZHISN	Customer XBBVR	90	2007-07-30 00:00:00	2007-08-06 00:00:00	0.75	10615	120.0000000	.625000000000
Shipper ETYNR	Customer YSIQX	32	2007-07-31 00:00:00	2007-08-05 00:00:00	116.53	10616	4807.0000000	2.424173080924
Shipper ETYNR	Customer YSIQX	32	2007-07-31 00:00:00	2007-08-04 00:00:00	18.53	10617	1402.5000000	1.321212121212
Shipper GVSUA	Customer PVDZC	51	2007-08-01 00:00:00	2007-08-08 00:00:00	154.68	10618	2697.5000000	5.734198331789
Shipper ZHISN	Customer PVDZC	51	2007-08-04 00:00:00	2007-08-07 00:00:00	91.05	10619	1260.0000000	7.226190476190
Shipper ZHISN	Customer IAIJK	42	2007-08-05 00:00:00	2007-08-14 00:00:00	0.94	10620	57.5000000	1.634782608696
Shipper ETYNR	Customer LJUCA	38	2007-08-05 00:00:00	2007-08-11 00:00:00	23.73	10621	758.5000000	3.128543177324
Shipper ZHISN	Customer QVEPD	67	2007-08-06 00:00:00	2007-08-11 00:00:00	50.97	10622	560.0000000	9.101785714286
Shipper ETYNR	Customer AZJED	25	2007-08-07 00:00:00	2007-08-12 00:00:00	97.18	10623	1336.9500000	7.268783424960
Shipper ETYNR	Customer NLTYP	78	2007-08-07 00:00:00	2007-08-19 00:00:00	94.8	10624	1393.2400000	6.804283540524
Shipper GVSUA	Customer MLTDN	2	2007-08-08 00:00:00	2007-08-14 00:00:00	43.9	10625	479.7500000	9.150599270453
Shipper ETYNR	Customer HGVLZ	5	2007-08-11 00:00:00	2007-08-20 00:00:00	138.69	10626	1503.6000000	9.223862729449
Shipper ZHISN	Customer LCOUJ	71	2007-08-11 00:00:00	2007-08-21 00:00:00	107.46	10627	1185.7500000	9.062618595825
Shipper ZHISN	Customer QXVLA	7	2007-08-12 00:00:00	2007-08-20 00:00:00	30.36	10628	450.0000000	6.746666666667
Shipper ZHISN	Customer KSLQF	30	2007-08-12 00:00:00	2007-08-20 00:00:00	85.46	10629	2775.0500000	3.079584151637
Shipper ETYNR	Customer GLLAG	39	2007-08-13 00:00:00	2007-08-19 00:00:00	32.35	10630	903.6000000	3.580123948650
Shipper GVSUA	Customer XIIWM	41	2007-08-14 00:00:00	2007-08-15 00:00:00	0.87	10631	55.8000000	1.559139784946
Shipper GVSUA	Customer SNXOJ	86	2007-08-14 00:00:00	2007-08-19 00:00:00	41.38	10632	589.0000000	7.025466893039
Shipper ZHISN	Customer THHDP	20	2007-08-15 00:00:00	2007-08-18 00:00:00	477.9	10633	5510.5925000	8.672388676898
Shipper ZHISN	Customer WVFAF	23	2007-08-15 00:00:00	2007-08-21 00:00:00	487.38	10634	4985.5000000	9.775950255742
Shipper ZHISN	Customer CQRAA	49	2007-08-18 00:00:00	2007-08-21 00:00:00	47.46	10635	1326.2250000	3.578578295538
Shipper GVSUA	Customer ZHYOS	87	2007-08-19 00:00:00	2007-08-26 00:00:00	1.15	10636	629.5000000	.182684670373
Shipper GVSUA	Customer WFIZJ	62	2007-08-19 00:00:00	2007-08-26 00:00:00	201.29	10637	2761.9375000	7.287999818968
Shipper GVSUA	Customer PSQUZ	47	2007-08-20 00:00:00	2007-09-01 00:00:00	158.44	10638	2720.0500000	5.824892924762
Shipper ZHISN	Customer TMXGN	70	2007-08-20 00:00:00	2007-08-27 00:00:00	38.64	10639	500.0000000	7.728000000000
Shipper GVSUA	Customer SNXOJ	86	2007-08-21 00:00:00	2007-08-28 00:00:00	23.55	10640	708.7500000	3.322751322751
Shipper ETYNR	Customer UMTLM	35	2007-08-22 00:00:00	2007-08-26 00:00:00	179.61	10641	2054.0000000	8.744401168452
Shipper ZHISN	Customer JMIKW	73	2007-08-22 00:00:00	2007-09-05 00:00:00	41.89	10642	696.0000000	6.018678160920
Shipper GVSUA	Customer NRZBB	1	2007-08-25 00:00:00	2007-09-02 00:00:00	29.46	10643	814.5000000	3.616942909761
Shipper ETYNR	Customer SRQVM	88	2007-08-25 00:00:00	2007-09-01 00:00:00	0.14	10644	1371.8000000	.010205569325
Shipper GVSUA	Customer IBVRG	34	2007-08-26 00:00:00	2007-09-02 00:00:00	12.41	10645	1535.0000000	.808469055375
Shipper ZHISN	Customer FRXZL	37	2007-08-27 00:00:00	2007-09-03 00:00:00	142.33	10646	1446.0000000	9.843015214385
Shipper ETYNR	Customer WULWD	61	2007-08-27 00:00:00	2007-09-03 00:00:00	45.54	10647	636.0000000	7.160377358491
Shipper ETYNR	Customer QVEPD	67	2007-08-28 00:00:00	2007-09-09 00:00:00	14.25	10648	372.3750000	3.826787512588
Shipper ZHISN	Customer JYPSC	50	2007-08-28 00:00:00	2007-08-29 00:00:00	6.2	10649	1434.0000000	.432357043236
Shipper ZHISN	Customer KIDPX	21	2007-08-29 00:00:00	2007-09-03 00:00:00	176.81	10650	1779.2000000	9.937612410072
Shipper ETYNR	Customer SNXOJ	86	2007-09-01 00:00:00	2007-09-11 00:00:00	20.6	10651	397.8000000	5.178481649070
Shipper ETYNR	Customer YJCBX	31	2007-09-01 00:00:00	2007-09-08 00:00:00	7.14	10652	318.8350000	2.239402825913
Shipper GVSUA	Customer AZJED	25	2007-09-02 00:00:00	2007-09-19 00:00:00	93.25	10653	1083.1500000	8.609149240641
Shipper GVSUA	Customer HGVLZ	5	2007-09-02 00:00:00	2007-09-11 00:00:00	55.26	10654	601.8300000	9.181994915508
Shipper ETYNR	Customer LHANT	66	2007-09-03 00:00:00	2007-09-11 00:00:00	4.41	10655	154.4000000	2.856217616580
Shipper GVSUA	Customer YSIQX	32	2007-09-04 00:00:00	2007-09-10 00:00:00	57.15	10656	604.2150000	9.458553660535
Shipper ETYNR	Customer LCOUJ	71	2007-09-04 00:00:00	2007-09-15 00:00:00	352.69	10657	4371.6000000	8.067755512856
Shipper GVSUA	Customer IRRVL	63	2007-09-05 00:00:00	2007-09-08 00:00:00	364.15	10658	4464.6000000	8.156385790440
Shipper ETYNR	Customer WFIZJ	62	2007-09-05 00:00:00	2007-09-10 00:00:00	105.81	10659	1227.0200000	8.623331323043
